Warning: Null value is eliminated by an aggregate or other SET operation.
Preferred Vendor,Supplier SKU,Manufacturer SKU,AZ In Stock,TX In Stock,Your Cost,% Discount,MSRP,Supplier Description,Avg Lead Time,Next Available Date,Next Available Quantity
Heat & Glo,SL-7X-IFT-S,SL-7X-IFT-S,1.000000,.000000,1816.5400000000000,54.000,3949.000000,"Heat & Glo SlimLine 36"" Direct Vent Traditional Gas Fireplace with IntelliFire Touch Ignition System, Stratford Refractory (SL-7X-IFT-S)",2,NULL,NULL
Heat & Glo,SL-7X-IFT-TG,SL-7X-IFT-TG,.000000,.000000,2285.1300000000000,43.000,4009.000000,"Heat & Glo SlimLine 36"" Direct Vent Traditional Gas Fireplace with IntelliFire Touch Ignition System, Tranquil Greige Refractory (SL-7X-IFT-TG)",10,NULL,NULL
Heat & Glo,SL-7XLP-IFT-G,SL-7XLP-IFT-G,.000000,.000000,2592.9300000000000,43.000,4549.000000,SL-7X 36 Direct Vent gas fireplace top/rear vent with IntelliFire Touch and,18,NULL,NULL
Heat & Glo,SL-7XLP-IFT-S,SL-7XLP-IFT-S,.000000,.000000,2290.8300000000000,43.000,4019.000000,SL-7X 36 Direct Vent gas fireplace top/rear vent with IntelliFire Touch and Stratford refractory (L,11,NULL,NULL
Heat & Glo,SL-7XLP-IFT-TG,SL-7XLP-IFT-TG,.000000,.000000,2325.0300000000000,43.000,4079.000000,SL-7X 36 Direct Vent gas fireplace top/rear vent with IntelliFire Touch and Tranquil Greige refractory (L,18,NULL,NULL
Heat & Glo,SL-9,SL-9,.000000,.000000,1253.4300000000000,43.000,2199.000000,****  WHILE SUPPLIES LAST  new part SL-9-IFT  ****,NULL,NULL,NULL
Heat & Glo,SL-9-IFT,SL-9-IFT,2.000000,.000000,1200.1400000000000,54.000,2609.000000,"Heat & Glo SlimLine 42"" Direct Vent Traditional Gas Fireplace with IntelliFire Touch Ignition System (SL-9-IFT)",2,NULL,NULL
Heat & Glo,SL-9LP-IFT,SL-9LP-IFT,.000000,.000000,1527.0300000000000,43.000,2679.000000,SL-9 Direct Vent Gas Fireplace top/rear with IntelliFire Touch (LP),18,NULL,NULL
Heat & Glo,SL-9X-IFT-G,SL-9X-IFT-G,1.000000,.000000,2832.3300000000000,43.000,4969.000000,"Heat & Glo SlimLine 42"" Direct Vent Traditional Gas Fireplace with IntelliFire Touch Ignition System, Black Glass Refractory (SL-9X-IFT-G)",2,NULL,NULL
Heat & Glo,SL-9X-IFT-S,SL-9X-IFT-S,.000000,.000000,1991.3400000000000,54.000,4329.000000,"Heat & Glo SlimLine 42"" Direct Vent Traditional Gas Fireplace with IntelliFire Touch Ignition System, Stratford Refractory (SL-9X-IFT-S)",18,NULL,NULL
Heat & Glo,SL-9X-IFT-TG,SL-9X-IFT-TG,.000000,.000000,2501.7300000000000,43.000,4389.000000,"Heat & Glo SlimLine 42"" Direct Vent Traditional Gas Fireplace with IntelliFire Touch Ignition System, Tranquil Greige Refractory (SL-9X-IFT-TG)",27,NULL,NULL
Heat & Glo,SLA10 ADPTOR,SLA10 ADPTOR,.000000,.000000,122.5500000000000,43.000,215.000000,"10"" TO 11"" ADPTOR",17,NULL,NULL
Heat & Glo,SLG12,SLG12,3.000000,.000000,41.0400000000000,43.000,72.000000,SNAP LOCK GAS 12 PIPE SECTION,2,NULL,NULL
Heat & Glo,SLG12A,SLG12A,1.000000,.000000,43.3200000000000,43.000,76.000000,Snap Lock Gas 2 - 10.5 adjustable pipe section,2,NULL,NULL
Heat & Glo,SLG24,SLG24,1.000000,.000000,57.0000000000000,43.000,100.000000,SNAP LOCK GAS 24 PIPE SECTION,2,NULL,NULL
Heat & Glo,SLG36,SLG36,1.000000,.000000,63.2700000000000,43.000,111.000000,SNAP LOCK GAS 36 PIPE SECTION,2,NULL,NULL
Heat & Glo,SLG45,SLG45,3.000000,.000000,53.0100000000000,43.000,93.000000,Snap Lock Gas 45 elbow,2,NULL,NULL
Heat & Glo,SLG48,SLG48,1.000000,.000000,74.1000000000000,43.000,130.000000,SNAP LOCK GAS 48 PIPE SECTION,2,NULL,NULL
Heat & Glo,SLG6A,SLG6A,2.000000,.000000,40.4700000000000,43.000,71.000000,Snap Lock Gas 2 - 4.5 adjustable pipe section,2,NULL,NULL
Heat & Glo,SLG90,SLG90,.000000,.000000,57.0000000000000,43.000,100.000000,Snap Lock Gas 90 elbow,18,NULL,NULL
Heat & Glo,SLG-FS,SLG-FS,.000000,.000000,33.0600000000000,43.000,58.000000,Snap Lock Gas ceiling firestop,12,NULL,NULL
Heat & Glo,SLMR-IFT-UPK,SLMR-IFT-UPK,.000000,.000000,221.7300000000000,43.000,389.000000,IFT UPGRADE KIT,NULL,NULL,NULL
Heat & Glo,SLP VENT RUN,SLP VENT RUN,.000000,.000000,.0000000000000,43.000,.000000,SLP VENT RUN ONE STORY,NULL,NULL,NULL
Heat & Glo,SLP12,SLP12,73.000000,.000000,22.7500000000000,75.000,91.000000,12 GALV PIPE 4X6 - DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP12A,SLP12A,68.000000,.000000,34.6500000000000,55.000,77.000000,12 ADJ GALV PIPE 4X6 DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP12A-BK,SLP12A-BK,.000000,.000000,41.0400000000000,43.000,72.000000,2 - 12 (51 - 305mm) slip section to slide over pipe (can be cut to length) Black,11,NULL,NULL
Heat & Glo,SLP12-BK,SLP12-BK,.000000,.000000,47.8800000000000,43.000,84.000000,12 (305mm) pipe length - Black,11,NULL,NULL
Heat & Glo,SLP24,SLP24,21.000000,.000000,31.8000000000000,70.000,106.000000,24 GALV PIPE 4X6 - DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP36,SLP36,34.000000,.000000,35.1000000000000,70.000,117.000000,36 GALV PIPE 4X6 - DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP36-BK,SLP36-BK,.000000,.000000,72.9600000000000,43.000,128.000000,36 PIPE LENGTH-BLACK,NULL,NULL,NULL
Heat & Glo,SLP4,SLP4,1.000000,.000000,37.0500000000000,43.000,65.000000,4 SECTION SLP PIPE,2,NULL,NULL
Heat & Glo,SLP45,SLP45,33.000000,.000000,36.6000000000000,70.000,122.000000,45 ELBW 4X6 DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP45-BK,SLP45-BK,.000000,.000000,67.2600000000000,43.000,118.000000,45 DEGREE ELBOW-BLACK,NULL,NULL,NULL
Heat & Glo,SLP48,SLP48,97.000000,.000000,46.2000000000000,70.000,154.000000,48 GALV PIPE 4X6 DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP48-BK,SLP48-BK,.000000,.000000,96.3300000000000,43.000,169.000000,48 (1219MM) PIPE LENGTH - BLACK,11,NULL,NULL
Heat & Glo,SLP4-BK,SLP4-BK,.000000,.000000,39.3300000000000,43.000,69.000000,4 (102mm) pipe length - Black,NULL,NULL,NULL
Heat & Glo,SLP6,SLP6,21.000000,.000000,19.5000000000000,70.000,65.000000,"6"" (152mm) pipe length",2,NULL,NULL
Heat & Glo,SLP6A,SLP6A,.000000,.000000,35.3400000000000,43.000,62.000000,2 - 6 (51 - 152mm) slip section to slide over pipe (can be cut to length),11,NULL,NULL
Heat & Glo,SLP6A-BK,SLP6A-BK,.000000,.000000,38.7600000000000,43.000,68.000000,2 - 6 (51 - 152mm) slip section to slide over pipe (can be cut to length) - Black,NULL,NULL,NULL
Heat & Glo,SLP6-BK,SLP6-BK,.000000,.000000,42.7500000000000,43.000,75.000000,6 (152mm) pipe length - Black,NULL,NULL,NULL
Heat & Glo,SLP90,SLP90,27.000000,.000000,43.4000000000000,65.000,124.000000,90 ELBW 4X6 DV,2,NULL,NULL
Heat & Glo,SLP90-BK,SLP90-BK,.000000,.000000,67.2600000000000,43.000,118.000000,90 Degree elbow - Black,10,NULL,NULL
Heat & Glo,SLP-CCS-BK,SLP-CCS-BK,.000000,.000000,86.6400000000000,43.000,152.000000,CATHERDERAL CEILING SUPPORT BOX-BLK,11,NULL,NULL
Heat & Glo,SLP-DCF-BK,SLP-DCF-BK,.000000,.000000,58.7100000000000,43.000,103.000000,DECORATIVE CEILING FIRESTOP - BLACK,NULL,NULL,NULL
Majestic,SLP-DVFAM,SLP-DVFAM,.000000,.000000,205.7400000000000,46.000,381.000000,SLP FLEX ADAPTER KIT W/ GEAR CLAMPS,NULL,NULL,NULL
Majestic,SLP-FLEX-10,SLP-FLEX-10,.000000,.000000,166.3200000000000,46.000,308.000000,10 SL PIPE LENGTH FLEXIBLE VENTING,11,NULL,NULL
Majestic,SLP-FLEX-3,SLP-FLEX-3,.000000,.000000,87.4800000000000,46.000,162.000000,3' (914mm) SL pipe length - flexible venting,25,NULL,NULL
Heat & Glo,SLP-FLEX-5,SLP-FLEX-5,.000000,.000000,122.5500000000000,43.000,215.000000,5 FLEX SECTION OF SLP PIPE,NULL,NULL,NULL
Majestic,SLP-FLEX-TRAP,SLP-FLEX-TRAP,.000000,.000000,211.1400000000000,46.000,391.000000,Trapezoid termination kit (includes cap and wall thimble),NULL,NULL,NULL
Heat & Glo,SLP-FS,SLP-FS,45.000000,.000000,12.5000000000000,75.000,50.000000,FIRESTOP 4X6 DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP-HHW2,SLP-HHW2,1.000000,.000000,217.1700000000000,43.000,381.000000,Horizontal high wind trapezoid termination (inlcudes 1 - SLP-WS),2,NULL,NULL
Heat & Glo,SLP-HRC-SS,SLP-HRC-SS,2.000000,.000000,251.9400000000000,43.000,442.000000,HORIZONTAL HIUGH RISE TERMINATION(INCLUDES SLP-WS),2,NULL,NULL
Heat & Glo,SLP-HVTK,SLP-HVTK,.000000,.000000,246.2400000000000,43.000,432.000000,HORIZONTAL VENT TERMINATION KIT,18,NULL,NULL
Majestic,SLP-RF12,SLP-RF12,.000000,.000000,66.9600000000000,46.000,124.000000,7/12-12/12 roof flashing,11,NULL,NULL
Heat & Glo,SLP-SK-BK,SLP-SK-BK,.000000,.000000,432.6300000000000,43.000,759.000000,"Horizontal trapezoid termination kit (includes 1 each CCSLP, SLP-HHW2,",NULL,NULL,NULL
Heat & Glo,SLP-TRAP1,SLP-TRAP1,11.000000,.000000,175.5600000000000,43.000,308.000000,"HORIZONTAL TRAPEZOID TERMINATION SHORT FLUE 3-1/8 -4-3/4 (79-121MM), INCLUDES SLP-WS",2,NULL,NULL
Heat & Glo,SLP-TRAP2,SLP-TRAP2,8.000000,.000000,175.5600000000000,43.000,308.000000,HORIZONTAL TRAPEZOID TERM KIT,2,NULL,NULL
Heat & Glo,SLP-TRAPK1,SLP-TRAPK1,.000000,.000000,238.2600000000000,43.000,418.000000,"Top vent horizontal term kit #1 (includes SLP-TRAP1, slip section, wall shield,",6,NULL,NULL
Heat & Glo,SLP-TRAPK2,SLP-TRAPK2,.000000,.000000,238.2600000000000,43.000,418.000000,"Top vent horizontal term kit #2 (includes SLP-TRAP2, slip section, wall shield,",11,NULL,NULL
Heat & Glo,SLP-TVHW,SLP-TVHW,23.000000,.000000,68.2500000000000,65.000,195.000000,VERT TERM CAP 4X6 DV INCD STORM COLLAR,2,NULL,NULL
Heat & Glo,SLP-WS,SLP-WS,10.000000,.000000,33.0600000000000,43.000,58.000000,WALL FIRESTOP 4/6 DV SLIMLINE,2,NULL,NULL
Heat & Glo,SLP-WT-BK,SLP-WT-BK,.000000,.000000,56.4300000000000,43.000,99.000000,DECORATIVE WALL THIMBLE COVER BLACK,11,NULL,NULL
Heat & Glo,SLR-D,SLR-D,.000000,.000000,1566.9300000000000,43.000,2749.000000,"****  WHILE SUPPLIES LAST  **** 42 TOP DV FP IPI NG COSMO  LANDSCAPE, FRONT RQD",NULL,NULL,NULL
Heat & Glo,SMART-STAT-HHT,SMART-STAT-HHT,9.000000,.000000,135.8300000000000,53.000,289.000000,REMOTE THERMOSTAT 110 VAC,2,NULL,NULL
Heat & Glo,SMART-STAT-HNG,SMART-STAT-HNG,1.000000,.000000,136.2300000000000,43.000,239.000000,**** WHILE SUPPLIES LAST  ****NEW PART SMART-STAT-HHT,2,NULL,NULL
Heat & Glo,SP18LP,SP18LP,.000000,.000000,284.4300000000000,43.000,499.000000,"Majestic 18"" Sand Pan Burner Hearth Kit for Single-Sided Fireplaces, Safety Pilot (SP18LP)",18,NULL,NULL
Heat & Glo,SP24LP,SP24LP,.000000,.000000,290.1300000000000,43.000,509.000000,"Majestic 24"" Sand Pan Burner Hearth Kit for Single-Sided Fireplaces, Safety Pilot (SP24LP)",NULL,NULL,NULL
Heat & Glo,SP24NG,SP24NG,1.000000,.000000,290.1300000000000,43.000,509.000000,"Majestic 24"" Sand Pan Burner Hearth Kit for Single-Sided Fireplaces, Safety Pilot (SP24NG)",2,NULL,NULL
Majestic,SP30LP,SP30LP,.000000,.000000,285.6600000000000,46.000,529.000000,"Majestic 30"" Safety Pilot Heart Kit (SP30LP)",26,NULL,NULL
Heat & Glo,SPEAKER-KIT,SPEAKER-KIT,.000000,.000000,295.8300000000000,43.000,519.000000,Speakers (2) and blue tooth amplifier system,18,NULL,NULL
Heat & Glo,SP-MTVS-NB,SP-MTVS-NB,.000000,.000000,204.6300000000000,43.000,359.000000,"STEEL SURROUND, CLASSIC BLACK W/ NICKEL BLACK TRIM 50 X 33",NULL,NULL,NULL
Heat & Glo,SRV00F0540,SRV00F0540,4.000000,.000000,19.9500000000000,43.000,35.000000,LAVA ROCK FOR ODCOUG,2,NULL,NULL
Majestic,SRV10002,SRV10002,.000000,.000000,5.4000000000000,46.000,10.000000,SCREEN HANDLE QTY 1,33,NULL,NULL
Heat & Glo,SRV10002264,SRV10002264,2.000000,.000000,76.9500000000000,43.000,135.000000,PILOT ASY 3 WAY TOP MOUNT,2,NULL,NULL
Heat & Glo,SRV10002265,SRV10002265,.000000,.000000,76.9500000000000,43.000,135.000000,PILOT ASSY 3 WAY N/DV RP,11,NULL,NULL
Heat & Glo,SRV107-570A,SRV107-570A,1.000000,.000000,114.0000000000000,43.000,200.000000,RHEO/TEMP SENSOR ASSY,2,NULL,NULL
Majestic,SRV11847,SRV11847,.000000,.000000,5.4000000000000,46.000,10.000000,REFRACTORY RETAINER,20,NULL,NULL
Heat & Glo,SRV11866,SRV11866,.000000,.000000,8.5500000000000,43.000,15.000000,SCREEN ROD (EACH),11,NULL,NULL
Heat & Glo,SRV12848BK,SRV12848BK,.000000,.000000,42.7500000000000,43.000,75.000000,OVERLAY FRONT FACE FOR DSR42,25,NULL,NULL
Heat & Glo,SRV13379,SRV13379,.000000,.000000,190.9500000000000,43.000,335.000000,GLASS PANEL 21.5 X 35.62,18,NULL,NULL
Heat & Glo,SRV14D0467,SRV14D0467,.000000,.000000,179.5500000000000,43.000,315.000000,SIT VALVE MV NG VENT FREE SIT,8,NULL,NULL
Heat & Glo,SRV14D0468,SRV14D0468,.000000,.000000,179.5500000000000,43.000,315.000000,SIT VALVE MV LP VENT FREE SIT,7,NULL,NULL
Heat & Glo,SRV14D0473,SRV14D0473,.000000,.000000,76.9500000000000,43.000,135.000000,"PILOT ODS, MV NG+",5,NULL,NULL
Majestic,SRV14D0476,SRV14D0476,.000000,.000000,24.3000000000000,46.000,45.000000,MANUAL MT SERIES VF PILOT,NULL,NULL,NULL
Heat & Glo,SRV14D0477,SRV14D0477,.000000,.000000,76.9500000000000,43.000,135.000000,MILLIVOLT SERIES VF PILOT,NULL,NULL,NULL
Majestic,SRV14D0503,SRV14D0503,.000000,.000000,10.8000000000000,46.000,20.000000,PIEZO IGNITER-SNAP-IN SRV,18,NULL,NULL
Majestic,SRV15425,SRV15425,.000000,.000000,13.5000000000000,46.000,25.000000,36* DOOR TRACK SERVICE,26,NULL,NULL
Heat & Glo,SRV15695,SRV15695,2.000000,.000000,173.8500000000000,43.000,305.000000,IGNITION CONTROL (DS845),2,NULL,NULL
Heat & Glo,SRV16400-1045,SRV16400-1045,.000000,.000000,34.2000000000000,43.000,60.000000,HORIZONTAL END TRIM PCS FDN-5-PIER,25,NULL,NULL
Heat & Glo,SRV16500-1244,SRV16500-1244,.000000,.000000,108.3000000000000,43.000,190.000000,LEFT HAND HORIZONTAL  TRIM PCS FDN-5-PIER,25,NULL,NULL
Heat & Glo,SRV16500-1344,SRV16500-1344,.000000,.000000,88.3500000000000,43.000,155.000000,RIGHT HAND HORIZONTAL  TRIM PCS FDN-5-PIER,25,NULL,NULL
Heat & Glo,SRV16700-1144,SRV16700-1144,.000000,.000000,85.5000000000000,43.000,150.000000,"SRV, AIR NOZZLE 7' SS/ST",25,NULL,NULL
Heat & Glo,SRV17522,SRV17522,.000000,.000000,205.2000000000000,43.000,360.000000,GC400 GLASS PANEL,18,NULL,NULL
Heat & Glo,SRV18678,SRV18678,1.000000,.000000,11.4000000000000,43.000,20.000000,ORIFICE (.70),2,NULL,NULL
Heat & Glo,SRV18811,SRV18811,.000000,.000000,90.6300000000000,43.000,159.000000,GLASS END PANEL,18,NULL,NULL
Heat & Glo,SRV20000540,SRV20000540,.000000,.000000,99.7500000000000,43.000,175.000000,PILOT ASSY -NAT SIDE MOUNT,25,NULL,NULL
Majestic,SRV2005-730,SRV2005-730,1.000000,.000000,145.8000000000000,46.000,270.000000,REFRACTORY SIDE,2,NULL,NULL
Heat & Glo,SRV2025-007A,SRV2025-007A,.000000,.000000,1419.3000000000000,43.000,2490.000000,BURNER ASSEMBLY,NULL,NULL,NULL
Majestic,SRV20308613,SRV20308613,.000000,.000000,267.3000000000000,46.000,495.000000,REMOTE ACCESSORY KIT,6,NULL,NULL
Heat & Glo,SRV2087-999-A12,SRV2087-999-A12,.000000,.000000,54.1500000000000,43.000,95.000000,TWILIGHT TOUCH-UP KIT,25,NULL,NULL
Heat & Glo,SRV2090-012,SRV2090-012,.000000,.000000,34.2000000000000,43.000,60.000000,"PILOT ASSEMBLY, NG",6,NULL,NULL
Heat & Glo,SRV20947,SRV20947,1.000000,.000000,114.0000000000000,43.000,200.000000,TRANSFORMER,2,NULL,NULL
Heat & Glo,SRV20H2048,SRV20H2048,.000000,.000000,139.6500000000000,43.000,245.000000,PILOT MV 4 WAY HOOD NG SIT,4,NULL,NULL
Heat & Glo,SRV20H3156,SRV20H3156,.000000,.000000,11.4000000000000,43.000,20.000000,LP ORIFICE 1.50,5,NULL,NULL
Heat & Glo,SRV2106-169,SRV2106-169,.000000,.000000,57.0000000000000,43.000,100.000000,"PILOT ASSEMBY,NG",25,NULL,NULL
Heat & Glo,SRV2118-420,SRV2118-420,1.000000,.000000,8.5500000000000,43.000,15.000000,GROMMET,2,NULL,NULL
Heat & Glo,SRV2146-314,SRV2146-314,.000000,.000000,153.9000000000000,43.000,270.000000,ESCAPE SEE THROUGH OUTER RIGHT PANEL,NULL,NULL,NULL
Heat & Glo,SRV2159-012,SRV2159-012,.000000,.000000,1000.3500000000000,43.000,1755.000000,FIRE SCREEN DOOR ASSEMBLY (RED 60),NULL,NULL,NULL
Heat & Glo,SRV2164-007,SRV2164-007,.000000,.000000,219.4500000000000,43.000,385.000000,BURNER NG 6000C-IPI,NULL,NULL,NULL
Heat & Glo,SRV2166-100,SRV2166-100,.000000,.000000,210.9000000000000,43.000,370.000000,"BURNER TOP, FIBER",18,NULL,NULL
Heat & Glo,SRV2166-302,SRV2166-302,3.000000,.000000,91.2000000000000,43.000,160.000000,NG VALVE - VARIABLE IPI 6000C-IPI,2,NULL,NULL
Heat & Glo,SRV2166-323,SRV2166-323,1.000000,.000000,11.4000000000000,43.000,20.000000,BATTERY PACK,2,NULL,NULL
Heat & Glo,SRV2166-335,SRV2166-335,1.000000,.000000,94.0500000000000,43.000,165.000000,CONTROL MODULE,2,NULL,NULL
Heat & Glo,SRV2170-100,SRV2170-100,2.000000,.000000,245.1000000000000,43.000,430.000000,"BURNER TOP, FIBER",2,NULL,NULL
Heat & Glo,SRV2170-710,SRV2170-710,.000000,.000000,247.9500000000000,43.000,435.000000,REAR REFRACTORY 8000CLX - STRATFORD,NULL,NULL,NULL
Heat & Glo,SRV2170-711,SRV2170-711,.000000,.000000,185.2500000000000,43.000,325.000000,LEFT REFRACTORY STRT,81,NULL,NULL
Heat & Glo,SRV2206-299,SRV2206-299,.000000,.000000,11.4000000000000,43.000,20.000000,ROCKER SWITCH,NULL,NULL,NULL
Heat & Glo,SRV22069,SRV22069,.000000,.000000,28.5000000000000,43.000,50.000000,STARTER SECTION,5,NULL,NULL
Heat & Glo,SRV-2208-007,SRV-2208-007,.000000,.000000,199.5000000000000,43.000,350.000000,burner assembly,27,NULL,NULL
Heat & Glo,SRV2241-007,SRV2241-007,.000000,.000000,285.0000000000000,43.000,500.000000,BURNER ASSYNG  6000C-IPI,NULL,NULL,NULL
Heat & Glo,SRV2271-705,SRV2271-705,.000000,.000000,71.2500000000000,43.000,125.000000,LOG REPLACEMENT,18,NULL,NULL
Heat & Glo,SRV2271-743,SRV2271-743,1.000000,.000000,481.6500000000000,43.000,845.000000,MAGIC GLASS LEFT 42,2,NULL,NULL
Heat & Glo,SRV2271-744,SRV2271-744,.000000,.000000,453.1500000000000,43.000,795.000000,MAGIC CLASS RIGHT 42,25,NULL,NULL
Heat & Glo,SRV2271-745,SRV2271-745,.000000,.000000,393.3000000000000,43.000,690.000000,"MAGIC GLASS, BACK 42",25,NULL,NULL
Heat & Glo,SRV2281-281,SRV2281-281,2.000000,.000000,65.5500000000000,43.000,115.000000,GLASS REFRACTORY COVER,2,NULL,NULL
Heat & Glo,SRV2281-710,SRV2281-710,.000000,.000000,139.6500000000000,43.000,245.000000,REFRACTORY FRONT BASE,20,NULL,NULL
Heat & Glo,SRV2281-711,SRV2281-711,.000000,.000000,119.7000000000000,43.000,210.000000,REFRACTORY LEFT BASE,20,NULL,NULL
Heat & Glo,SRV2281-712,SRV2281-712,.000000,.000000,148.2000000000000,43.000,260.000000,REFRACTORY RIGHT BASE,20,NULL,NULL
Heat & Glo,SRV2281-713,SRV2281-713,.000000,.000000,193.8000000000000,43.000,340.000000,REFRACTORY LEFT STRAT,20,NULL,NULL
Heat & Glo,SRV2281-714,SRV2281-714,.000000,.000000,193.8000000000000,43.000,340.000000,REFRACTORY RIGHT,20,NULL,NULL
Heat & Glo,SRV2281-715,SRV2281-715,.000000,.000000,213.7500000000000,43.000,375.000000,REFRACTORY BACK,20,NULL,NULL
Heat & Glo,SRV2281-716,SRV2281-716,.000000,.000000,208.0500000000000,43.000,365.000000,"REFRACTORY,TOP STRAT",20,NULL,NULL
Heat & Glo,SRV2281-718,SRV2281-718,.000000,.000000,114.0000000000000,43.000,200.000000,REFRACTORY LEFT BASE (BACK),20,NULL,NULL
Heat & Glo,SRV2282-716,SRV2282-716,.000000,.000000,247.9500000000000,43.000,435.000000,"REFRACTORY, TOP STRATFORD",75,NULL,NULL
Heat & Glo,SRV2282-722,SRV2282-722,.000000,.000000,145.3500000000000,43.000,255.000000,"REFRACTORY, RIGHT BASE",NULL,NULL,NULL
Heat & Glo,SRV2282-724,SRV2282-724,.000000,.000000,219.4500000000000,43.000,385.000000,"REFRACTORY, RIGHT, HB",NULL,NULL,NULL
Heat & Glo,SRV2282-725,SRV2282-725,.000000,.000000,179.5500000000000,43.000,315.000000,"REFRACTORY, BACK BOTTOM",NULL,NULL,NULL
Heat & Glo,SRV2290-070,SRV2290-070,.000000,.000000,527.2500000000000,43.000,925.000000,"GLASS REFRACT, TWI-II-MOD",33,NULL,NULL
Heat & Glo,SRV22922,SRV22922,.000000,.000000,22.8000000000000,43.000,40.000000,LIMIT SWITCH,11,NULL,NULL
Heat & Glo,SRV2300-035,SRV2300-035,.000000,.000000,228.0000000000000,43.000,400.000000,"MESH 48"" LINEAR",NULL,NULL,NULL
Heat & Glo,SRV230-0710,SRV230-0710,1.000000,.000000,139.6500000000000,43.000,245.000000,"VALVE, NG, SIT",2,NULL,NULL
Heat & Glo,SRV230-0720,SRV230-0720,.000000,.000000,139.6500000000000,43.000,245.000000,VALVE SIT MV HI/LO LP,7,NULL,NULL
Heat & Glo,SRV230-1290,SRV230-1290,.000000,.000000,22.8000000000000,43.000,40.000000,"DISC, SNAP, MANUAL RESET",NULL,NULL,NULL
Heat & Glo,SRV2321-035,SRV2321-035,.000000,.000000,238.8300000000000,43.000,419.000000,"MESH, 60* LINEAR SCREEN ONLY",26,NULL,NULL
Heat & Glo,SRV2326-100,SRV2326-100,4.000000,.000000,79.8000000000000,43.000,140.000000,"ASSY, RC150 HNG",2,NULL,NULL
Heat & Glo,SRV2326-110,SRV2326-110,4.000000,.000000,219.4500000000000,43.000,385.000000,RC400 TRANSMITTER,2,NULL,NULL
Heat & Glo,SRV2326-120,SRV2326-120,.000000,.000000,28.5000000000000,43.000,50.000000,"MODULE, RF FCC",11,NULL,NULL
Heat & Glo,SRV2326-130,SRV2326-130,1.000000,.000000,139.6500000000000,43.000,245.000000,"MODULE, CONTROL IFT",2,NULL,NULL
Heat & Glo,SRV2326-131,SRV2326-131,14.000000,.000000,19.9500000000000,43.000,35.000000,TRANSFORMER 6 VOLT WALL,2,NULL,NULL
Heat & Glo,SRV2326-132,SRV2326-132,1.000000,.000000,14.2500000000000,43.000,25.000000,"HARNESS, IFT 6 PIN WIRING",2,NULL,NULL
Heat & Glo,SRV2326-134,SRV2326-134,.000000,.000000,14.2500000000000,43.000,25.000000,"BATTERY HOLDER 4AA, IFT",7,NULL,NULL
Heat & Glo,SRV2326-135,SRV2326-135,.000000,.000000,22.8000000000000,43.000,40.000000,RESET SWITCH WIRE,17,NULL,NULL
Heat & Glo,SRV2326-150,SRV2326-150,2.000000,.000000,88.3500000000000,43.000,155.000000,"AUX MODULE, B-TYPE",2,NULL,NULL
Heat & Glo,SRV2326-152,SRV2326-152,1.000000,.000000,11.4000000000000,43.000,20.000000,"CABLE, BTYPE AC MODULE",2,NULL,NULL
Heat & Glo,SRV2329-111,SRV2329-111,.000000,.000000,39.9000000000000,43.000,70.000000,BOTTOM PANEL LINEAR 7260,NULL,NULL,NULL
Heat & Glo,SRV2329-136,SRV2329-136,.000000,.000000,3.4200000000000,43.000,6.000000,LIMIT SWITCH MTN BRACKET,25,NULL,NULL
Majestic,SRV2331-035,SRV2331-035,.000000,.000000,342.9000000000000,46.000,635.000000,SCREEN FOR ECHELIN 72,46,NULL,NULL
Heat & Glo,SRV2336-027,SRV2336-027,2.000000,.000000,85.5000000000000,43.000,150.000000,TRANSITION ROCK ASSY,2,NULL,NULL
Heat & Glo,SRV2353-404-BK,SRV2353-404-BK,1.000000,.000000,74.1000000000000,43.000,130.000000,"VANITY PANEL, CF",2,NULL,NULL
Heat & Glo,SRV2381-070,SRV2381-070,1.000000,.000000,233.7000000000000,43.000,410.000000,NOVUS 33 B-VENT LOG SET,2,NULL,NULL
Heat & Glo,SRV2401-021,SRV2401-021,.000000,.000000,153.9000000000000,43.000,270.000000,DECORATIVE BLACK MESH FRONT 32,20,NULL,NULL
Heat & Glo,SRV24033,SRV24033,.000000,.000000,213.7500000000000,43.000,375.000000,"VALVE, R-SHAW (060-522)",6,NULL,NULL
Heat & Glo,SRV2440-710,SRV2440-710,.000000,.000000,153.9000000000000,43.000,270.000000,"FRONT BASE REF, GREIGE",18,NULL,NULL
Heat & Glo,SRV2440-711,SRV2440-711,1.000000,.000000,153.9000000000000,43.000,270.000000,"LEFT BASE REFRACTORY, GREIGE TRUE50",2,NULL,NULL
Heat & Glo,SRV2440-712,SRV2440-712,1.000000,.000000,153.9000000000000,43.000,270.000000,"RIGHT BASE REFRACTORY, GREIGE TRUE50",2,NULL,NULL
Heat & Glo,SRV2440-713,SRV2440-713,1.000000,.000000,213.7500000000000,43.000,375.000000,"LEFT REFRACTORY, GREIGE TRUE50",2,NULL,NULL
