Inventory ID,Inventory Description,Warehouse,Warehouse Location,Qty. Hard Available,Vendor SKU,Barcode,Supplier ID,Supplier,Brands,Item Class,Item Class Description,AES Retail Price,Volume,Weight
RH319901,FM Spark Generator w/Bracket/Knob - All BBQs,90,Charlotte,17.00,3199-01,61965500241,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,61.00,0.00,0.19
RH319903,"FM Ignitor Knob (Pre 1998) ""D"" Hole",10,Kent DC,3.00,3199-03,61965500242,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,29.00,0.00,0.13
RH319903,"FM Ignitor Knob (Pre 1998) ""D"" Hole",20,Sacramento DC,2.00,3199-03,61965500242,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,29.00,0.00,0.13
RH31992302,"FM Knob,LOCK-ON",90,Charlotte,5.00,3199-23-02,61965501475,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,33.00,0.00,0.10
RH319937,FM Crossover IGN Box UNIBODY,90,Charlotte,2.00,3199-37,61965501293,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,75.00,0.00,1.00
RH319943,"FM Igniter Module, PWRBRN",20,Sacramento DC,3.00,3199-43,61965504487,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,97.00,0.03,1.00
RH319944,FM Igniter 4 Position Module - Aurora,10,Kent DC,2.00,3199-44,61965504292,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,63.00,120.00,0.00
RH319944,FM Igniter 4 Position Module - Aurora,90,Charlotte,2.00,3199-44,61965504292,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,63.00,120.00,0.00
RH319944,FM Igniter 4 Position Module - Aurora,30,Denver DC,2.00,3199-44,61965504292,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,63.00,120.00,0.00
RH319944,FM Igniter 4 Position Module - Aurora,20,Sacramento DC,10.00,3199-44,61965504292,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,63.00,120.00,0.00
RH319945,FM Ignitor Electrode Kit with Collection Box and Wire - Aurora,90,Charlotte,6.00,3199-45,61965504293,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,61.00,0.00,0.00
RH319946,FM IGN 6 POS Module AURORA,90,Charlotte,3.00,3199-46,61965504497,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,70.00,0.03,1.00
RH319947,FM Battery Spark Kit Generator (2 Plug) Post 2008,30,Denver DC,5.00,3199-47,61965505983,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,66.00,375.00,0.00
RH319947,FM Battery Spark Kit Generator (2 Plug) Post 2008,10,Kent DC,26.00,3199-47,61965505983,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,66.00,375.00,0.00
RH319947,FM Battery Spark Kit Generator (2 Plug) Post 2008,50,Dallas DC,1.00,3199-47,61965505983,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,66.00,375.00,0.00
RH319947,FM Battery Spark Kit Generator (2 Plug) Post 2008,20,Sacramento DC,3.00,3199-47,61965505983,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,66.00,375.00,0.00
RH319947,FM Battery Spark Kit Generator (2 Plug) Post 2008,90,Charlotte,2.00,3199-47,61965505983,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,66.00,375.00,0.00
RH319948,FM4 Position Battery Spark Generator for Custom & Regal Infrared Burners,20,Sacramento DC,2.00,3199-48,61965505984,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,140.00,1.00
RH319948,FM4 Position Battery Spark Generator for Custom & Regal Infrared Burners,90,Charlotte,2.00,3199-48,61965505984,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,140.00,1.00
RH319948,FM4 Position Battery Spark Generator for Custom & Regal Infrared Burners,10,Kent DC,1.00,3199-48,61965505984,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,140.00,1.00
RH319948,FM4 Position Battery Spark Generator for Custom & Regal Infrared Burners,30,Denver DC,1.00,3199-48,61965505984,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,140.00,1.00
RH319948,FM4 Position Battery Spark Generator for Custom & Regal Infrared Burners,50,Dallas DC,1.00,3199-48,61965505984,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,140.00,1.00
RH319949,"FM Igniter, Buttons",90,Charlotte,1.00,3199-49,61965505985,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,29.00,0.00,0.00
RH319949,"FM Igniter, Buttons",20,Sacramento DC,2.00,3199-49,61965505985,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,29.00,0.00,0.00
RH319951,"FM Igniter Module,2 POSITION",20,Sacramento DC,3.00,3199-51,61965506821,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,63.00,0.00,0.00
RH319960,FM Electrode Assy W/Wiring For BBQ,20,Sacramento DC,3.00,3199-60,61965502214,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,120.00,1.00
RH319960,FM Electrode Assy W/Wiring For BBQ,30,Denver DC,3.00,3199-60,61965502214,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,120.00,1.00
RH319960,FM Electrode Assy W/Wiring For BBQ,90,Charlotte,4.00,3199-60,61965502214,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,120.00,1.00
RH319960,FM Electrode Assy W/Wiring For BBQ,50,Dallas DC,1.00,3199-60,61965502214,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,120.00,1.00
RH319961,FM Igniter Kit for Custom II,90,Charlotte,4.00,3199-61,61965503671,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,0.00,0.00
RH319961,FM Igniter Kit for Custom II,20,Sacramento DC,2.00,3199-61,61965503671,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,98.00,0.00,0.00
RH319963,"FM Switch,Igniter - ECHELON -",90,Charlotte,3.00,3199-63,61965503982,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,40.00,0.07,1.00
RH319963,"FM Switch,Igniter - ECHELON -",20,Sacramento DC,1.00,3199-63,61965503982,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,40.00,0.07,1.00
RH319964,FM Electrode with Wire - Echelon Pre 2012,10,Kent DC,2.00,3199-64,61965504669,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,83.00,0.00,0.00
RH319964,FM Electrode with Wire - Echelon Pre 2012,90,Charlotte,1.00,3199-64,61965504669,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,83.00,0.00,0.00
RH319971,"FM Wire, IR Burner, 24""",20,Sacramento DC,1.00,3199-71,61965506049,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,55.00,0.00,0.00
RH319972,FM Igniter - Echelon Post 2012 w/Hot Surface Igniter,10,Kent DC,6.00,3199-72,61965505646,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,83.00,120.00,1.00
RH319972,FM Igniter - Echelon Post 2012 w/Hot Surface Igniter,20,Sacramento DC,4.00,3199-72,61965505646,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,83.00,120.00,1.00
RH319972,FM Igniter - Echelon Post 2012 w/Hot Surface Igniter,90,Charlotte,7.00,3199-72,61965505646,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,83.00,120.00,1.00
RH319972,FM Igniter - Echelon Post 2012 w/Hot Surface Igniter,50,Dallas DC,6.00,3199-72,61965505646,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,83.00,120.00,1.00
RH319972,FM Igniter - Echelon Post 2012 w/Hot Surface Igniter,30,Denver DC,1.00,3199-72,61965505646,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,83.00,120.00,1.00
RH319980,"IR ELECTRODE ASSY,BRN MNT",20,Sacramento DC,2.00,3199-80,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,134.00,0.00,0.00
RH31S1S1PA,"PROPANE FM DLX DI,PKG,SS Top,SS BN",20,Sacramento DC,1.00,31-S1S1P-A,61965502694,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"3,167.00",0.00,140.00
RH32745F,"FM Protective Cover - Side Burner, Single Built-In",20,Sacramento DC,1.00,3274-5F,61965506190,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,117.00,0.00,0.00
RH327512,FM Igniter Assembly CMPLT,90,Charlotte,2.00,3275-12,61965500294,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,79.00,0.00,0.90
RH327516,"FM Electrode, CERAMIC",90,Charlotte,1.00,3275-16,61965503267,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,25.00,0.03,0.10
RH327526,"FM BUMPER, Side Burner Lid -",20,Sacramento DC,1.00,3275-26,61965500304,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,22.00,0.00,0.10
RH327535,"FM TUBE,SUPPLY .250 W/FITS",90,Charlotte,2.00,3275-35,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,25.00,0.00,0.00
RH32755F,"FM Protective Cover - Side Burner, Countertop",50,Dallas DC,1.00,3275-5F,61965506303,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,97.00,338.00,2.00
RH32765F,"FM Protective Cover - Double Side Burner, Bar Caddy or Searing Station",90,Charlotte,1.00,3276-5F,61965506312,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,124.00,0.00,0.00
RH32765F,"FM Protective Cover - Double Side Burner, Bar Caddy or Searing Station",20,Sacramento DC,3.00,3276-5F,61965506312,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,124.00,0.00,0.00
RH327806,FM Power Burner Grill Cover,90,Charlotte,1.00,3278-06,61965501596,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,121.00,0.00,6.00
RH327852,"FM INSULATING LINER, PWR BNR",10,Kent DC,3.00,3278-52,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,105.00",0.00,0.00
RH327852,"FM INSULATING LINER, PWR BNR",90,Charlotte,1.00,3278-52,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,105.00",0.00,0.00
RH327852,"FM INSULATING LINER, PWR BNR",40,Rogers DC,2.00,3278-52,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,105.00",0.00,0.00
RH327852,"FM INSULATING LINER, PWR BNR",20,Sacramento DC,1.00,3278-52,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,105.00",0.00,0.00
RH327971P,"PROPANE FM AURORA SSB W/H.S.I., LP **CLOSEOUT > LIMITED TO STOCK ON HAND**",50,Dallas DC,1.00,32797-1P,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,024.00",0.00,0.00
RH3279R1,"FM ASSY, SINGLE SIDE BNR NAT **CLOSEOUT > LIMITED TO STOCK ON HAND**",10,Kent DC,2.00,3279R-1,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,921.00,"6,992.00",0.00
RH3279R1,"FM ASSY, SINGLE SIDE BNR NAT **CLOSEOUT > LIMITED TO STOCK ON HAND**",20,Sacramento DC,1.00,3279R-1,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,921.00,"6,992.00",0.00
RH3279R1,"FM ASSY, SINGLE SIDE BNR NAT **CLOSEOUT > LIMITED TO STOCK ON HAND**",40,Rogers DC,2.00,3279R-1,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,921.00,"6,992.00",0.00
RH3280,FMSingle Side Burner Countertop Built In - NG,50,Dallas DC,1.00,3280,61965500311,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,680.00,"2,288.00",15.00
RH3280,FMSingle Side Burner Countertop Built In - NG,90,Charlotte,1.00,3280,61965500311,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,680.00,"2,288.00",15.00
RH3280,FMSingle Side Burner Countertop Built In - NG,40,Rogers DC,2.00,3280,61965500311,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,680.00,"2,288.00",15.00
RH3280P,FMSingle Side Burner Countertop Built In - LP,10,Kent DC,1.00,3280P,61965500314,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,680.00,0.00,12.00
RH32815P,"PROPANE FM DBL SIDBRN,SI DIAMOND,LP **CLOSEOUT > LIMITED TO STOCK ON HAND**",10,Kent DC,1.00,32815P,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,799.00",0.00,0.00
RH32816,"DBL SIDBRN,SI,DIAMOND,NAT",90,Charlotte,1.00,32816,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,799.00",0.00,28.00
RH32816P,"DBL SIDBRN,SI,DIAMOND,LP",50,Dallas DC,2.00,32816P,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,799.00",0.00,28.00
RH32816P,"DBL SIDBRN,SI,DIAMOND,LP",20,Sacramento DC,2.00,32816P,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,799.00",0.00,28.00
RH32817,"FM AURORA DBL SIDE BNR SI,NG",90,Charlotte,1.00,32817,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,656.00",0.00,0.00
RH32817,"FM AURORA DBL SIDE BNR SI,NG",30,Denver DC,1.00,32817,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,656.00",0.00,0.00
RH32817,"FM AURORA DBL SIDE BNR SI,NG",40,Rogers DC,2.00,32817,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,656.00",0.00,0.00
RH3281R,FM DOUBLE SIDEBURNER SI NAT,50,Dallas DC,1.00,3281R,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,497.00",0.00,0.00
RH3281R,FM DOUBLE SIDEBURNER SI NAT,40,Rogers DC,2.00,3281R,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,497.00",0.00,0.00
RH3282L,"AOG Built In Double Side L Series Burner, 25,000 BTU",20,Sacramento DC,1.00,3282L,61965506202,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,471.00",0.00,28.00
RH3282L,"AOG Built In Double Side L Series Burner, 25,000 BTU",30,Denver DC,1.00,3282L,61965506202,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,471.00",0.00,28.00
RH3282L,"AOG Built In Double Side L Series Burner, 25,000 BTU",90,Charlotte,3.00,3282L,61965506202,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,471.00",0.00,28.00
RH3282PL,"PROPANE  AOG DSB,L Series,LP",10,Kent DC,1.00,3282PL,61965506203,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,471.00",0.00,0.00
RH3282PT,"AOG DSB,RPD LGHT, LP GAS",20,Sacramento DC,2.00,3282PT,61965506324,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,330.00",10.91,36.00
RH3282T,"AOG Built In Double Side T Series Burner, 25,000 BTU",50,Dallas DC,1.00,3282T,61965506323,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,330.00",0.00,35.00
RH3282T,"AOG Built In Double Side T Series Burner, 25,000 BTU",10,Kent DC,1.00,3282T,61965506323,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,330.00",0.00,35.00
RH3282T,"AOG Built In Double Side T Series Burner, 25,000 BTU",20,Sacramento DC,1.00,3282T,61965506323,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,330.00",0.00,35.00
RH3282T,"AOG Built In Double Side T Series Burner, 25,000 BTU",40,Rogers DC,1.00,3282T,61965506323,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,"1,330.00",0.00,35.00
RH3283,"AOG Built In Side Burner, 15,000 BTU",20,Sacramento DC,2.00,3283,61965503025,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,601.00,0.00,15.00
RH3283,"AOG Built In Side Burner, 15,000 BTU",90,Charlotte,2.00,3283,61965503025,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,601.00,0.00,15.00
RH3283,"AOG Built In Side Burner, 15,000 BTU",50,Dallas DC,1.00,3283,61965503025,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,601.00,0.00,15.00
RH3283P,AOG Side Burner LP,20,Sacramento DC,1.00,3283P,61965503024,V000073,RH Peterson,RHP American Outdoor Grill,OUTDOOR   -AOG-GRILL,RHP American Outdoor Grills,601.00,3.78,16.00
RH32845F,FM Protective Cover - Blender -,20,Sacramento DC,2.00,3284-5F,61965506304,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,135.00,0.00,0.00
RH3284A,FM Built-In Blender,20,Sacramento DC,2.00,3284A,61965504500,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,774.00,0.00,32.00
RH3284A,FM Built-In Blender,40,Rogers DC,2.00,3284A,61965504500,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,774.00,0.00,32.00
RH328871P,"PROPANE FM DBL SEARING STATION SI,LP **CLOSEOUT > LIMITED TO STOCK ON HAND**",20,Sacramento DC,1.00,32887-1P,,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"2,626.00",0.00,0.00
RH3301,FM Crank For Charcoal BBQ's,20,Sacramento DC,1.00,3301,61965500315,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,33.00,0.00,1.00
RH3324,"FM 18""x 30"" Drop-In No Grid",20,Sacramento DC,2.00,3324,61965500323,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,713.00,0.00,35.00
RH3329,"FM 16""x 23"" Drop-In No Grids",20,Sacramento DC,2.00,3329,61965500328,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,533.00,0.00,26.00
RH3334,"FM Lift-A-Fire 32"" No Grills",20,Sacramento DC,2.00,3334,61965500330,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,992.00,0.00,46.00
RH3334,"FM Lift-A-Fire 32"" No Grills",90,Charlotte,2.00,3334,61965500330,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,992.00,0.00,46.00
RH3339,"FM Lift-A-Fire 245"" No Grills",50,Dallas DC,1.00,3339,61965500335,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,818.00,"7,840.00",36.00
RH3339,"FM Lift-A-Fire 245"" No Grills",20,Sacramento DC,2.00,3339,61965500335,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,818.00,"7,840.00",36.00
RH33596,"FM Refreshment Center with Insulated Lid - Drop In (Cut out: 25""x23 3/8"")",40,Rogers DC,1.00,33596,61965506248,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,911.00",0.00,76.00
RH33596,"FM Refreshment Center with Insulated Lid - Drop In (Cut out: 25""x23 3/8"")",20,Sacramento DC,2.00,33596,61965506248,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,911.00",0.00,76.00
RH33596,"FM Refreshment Center with Insulated Lid - Drop In (Cut out: 25""x23 3/8"")",50,Dallas DC,2.00,33596,61965506248,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,911.00",0.00,76.00
RH335965F,FM Protective Cover - Drop-In Refreshment Center,20,Sacramento DC,1.00,33596-5F,61965506341,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,205.00,0.00,0.00
RH335965F,FM Protective Cover - Drop-In Refreshment Center,90,Charlotte,1.00,33596-5F,61965506341,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,205.00,0.00,0.00
RH33801,"FM Single Drawer 5 1/4""x14 1/2""",90,Charlotte,1.00,33801,61965503986,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,468.00,0.00,49.00
RH33801,"FM Single Drawer 5 1/4""x14 1/2""",10,Kent DC,8.00,33801,61965503986,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,468.00,0.00,49.00
RH33801,"FM Single Drawer 5 1/4""x14 1/2""",20,Sacramento DC,2.00,33801,61965503986,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,468.00,0.00,49.00
RH33802,"FM Double Drawer 16""H x 14 1/2""W x 20 1/2""D Cut-Out",20,Sacramento DC,2.00,33802,61965503987,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,881.00,0.00,48.00
RH33802,"FM Double Drawer 16""H x 14 1/2""W x 20 1/2""D Cut-Out",90,Charlotte,1.00,33802,61965503987,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,881.00,0.00,48.00
RH33802,"FM Double Drawer 16""H x 14 1/2""W x 20 1/2""D Cut-Out",50,Dallas DC,1.00,33802,61965503987,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,881.00,0.00,48.00
RH33803,"FM Select/Legacy Storage Triple Drawer 26 1/4""x14 1/2""x20 1/2""",50,Dallas DC,1.00,33803,61965503988,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,223.00",0.00,67.00
RH33803,"FM Select/Legacy Storage Triple Drawer 26 1/4""x14 1/2""x20 1/2""",90,Charlotte,1.00,33803,61965503988,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,223.00",0.00,67.00
RH33803,"FM Select/Legacy Storage Triple Drawer 26 1/4""x14 1/2""x20 1/2""",10,Kent DC,2.00,33803,61965503988,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,223.00",0.00,67.00
RH33803,"FM Select/Legacy Storage Triple Drawer 26 1/4""x14 1/2""x20 1/2""",40,Rogers DC,1.00,33803,61965503988,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,223.00",0.00,67.00
RH33803,"FM Select/Legacy Storage Triple Drawer 26 1/4""x14 1/2""x20 1/2""",20,Sacramento DC,1.00,33803,61965503988,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,223.00",0.00,67.00
RH33810S,"FM Select/Legacy Storage - Access Door w/ Double Drawer 18 1/2""x30""x26""",20,Sacramento DC,2.00,33810S,61965506166,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,414.00",0.00,60.00
RH33810S,"FM Select/Legacy Storage - Access Door w/ Double Drawer 18 1/2""x30""x26""",90,Charlotte,1.00,33810S,61965506166,V000073,RH Peterson,RHP Fire Magic Grill,OUTDOOR   -RH -GRILL,RHP Fire Magic Grills,"1,414.00",0.00,60.00
