LG,"Part #",Description,Quantity
Warehouse,HZ-3028,"Versa Pizza Dough/Prep Kit",0
Warehouse,HZ-5001,"Elite4B Griddle Cover",0
Warehouse,HZ-5002,"Elite 3B Griddle Cover",3
Warehouse,HZ-5003,"Elite 2B Griddle Cover",0
Warehouse,HZ-5004,"Versa 16 Cover",81
Warehouse,HZ-5007,"Elite 1B Griddle Cover",14
Warehouse,KENS1-BZ-T,"Kensington Rectangle Patioflame Table",4
Warehouse,KENS2-BZ-T,"Kensington Square Patioflame Table",16
Warehouse,KENS3-BZ-B,"Kensington Patioflame Round Base",2
Warehouse,KENS3-BZ-T,"Kensington Round Patioflame Table",2
Warehouse,"Ledge Prime 2.0 Grill","Ledge 2.0 Prime Grill Wi-Fi Enabled Rotisserie Ready + Light + Fold-down Front Shelf",326
Warehouse,"MoBar 300 PC","Protective Cover for MOBAR 300",1
Warehouse,"MOBAR 300/550 EXT","Extension table for MoBar 300/550",0
Warehouse,"MOBAR 300/550 SR","Speed rail for MoBar 300/550",0
Warehouse,"MoBar 300S","Dometic MoBar 300S",55
Warehouse,"MOBAR 50 EXT","Extension table for MoBar 50",42
Warehouse,"MoBar 50 PC","Protective Cover for MOBAR 50",3
Warehouse,"MOBAR 50 SR","Speed rail for MoBar 50",3
Warehouse,"MoBar 50S","Dometic MoBar 50S",30
Warehouse,"MoBar 550 PC","Protective Cover for MOBAR 550",0
Warehouse,"MoBar 550S","Dometic MoBar 550S",2
Warehouse,"MOBAR CB","Cutting board for MoBar 50/300/550",0
Warehouse,"MOBAR FIC","Fresh ice container for MoBar 50/300/550",18
Warehouse,"MOBAR ST","Serving tray for MoBar 50/300/550",2
Warehouse,N305-0113-PROMO,"Promo Grid, Center Stainless Steel, RXT525",63
Warehouse,N370-1048,"Conversion Kit, CONV LPG TO NAT BI/BIG32/38/44",9
Warehouse,N370-1049,"Conversion Kit Nat to LPG BI/BIG32/38/44",3
Warehouse,N370-1050,"Conversion Kit LPG to NAT BI/BIB12/18RT",20
Warehouse,N370-1051,"Conversion Kit NAT to LPG BI/BIB12/18RT",6
Warehouse,N370-1052,"Conversion Kit LPG t NAT BIB18IR",8
Warehouse,N370-1053,"Conversion Kit NAT to LPG BIB18IR",7
Warehouse,N370-1054,"Conversion Kit LPG to NAT BI/BIB10RT",8
Warehouse,N370-1055,"Conversion Kit NAT to LPG BI/BIB10RT",8
Warehouse,N370-1074,"CONVERSION KIT LPG TO NAT BIB18PB",9
Warehouse,N370-1075,"CONVERSION KIT NAT TO LPG BIB18PB",5
Warehouse,N370-1091-SER,"$ KIT, ELECTRICAL PANEL BIB10/12/18",23
Warehouse,"Napoleon Warranty Part","Napoleon Warranty Part",0
Warehouse,NEFL36CFH-1,"Entice 36"" Wall Hanging Electric Fireplae",1
Warehouse,NEFL42CFH-1,"Entice 42"" Wall Hanging Electric Fireplace",1
Warehouse,NEFL50AB,"50IN Linear E/FP Astound Flexmount",1
Warehouse,NEFL50CFH-1,"Entice 50"" Wall Hanging Eletric Fireplace",2
Warehouse,NEFL50H-3SV,"Trivista Pictura 50"" 3-Sided Wallmount Electric Fireplace",6
Warehouse,NEFL60CFH-1,"Entice Series 60"" Wall Hanging Electric Fireplace",3
Warehouse,NEFL60H-3SV,"Trivista Pictura 60"" 3-Sided Wallmount Electric Fireplace",3
Warehouse,NEFL62AB,"62IN Linear E/FP Astound Flexmount",2
Warehouse,NEFL72CFH-1,"Entice 72"" Wall hanging Electric Fireplace",0
Warehouse,NEFL74AB,"74IN Linear E/FP Astound Flexmount",1
Warehouse,NEFVC32H,"Allure Vertical 32"" Wall Mount Fireplace",17
Warehouse,NEFVC38H,"Allure Vertical 38"" Wall Mount Fireplace",35
Warehouse,NK14K-LEG-3,"Kettle 14"" Portable Black Leg (avail Feb 2024)",7
Warehouse,NK18K-LEG-3,"NK18 Charcoal kettle Grill, Black",17
Warehouse,NK22K-LEG3,"22"" Charcoal Kettle Grill, Black",8
Warehouse,P-1002,"Alligator Clips - Trek/DC",4
Warehouse,P-1005,"Auger Assembly - Trek/DC",1
Warehouse,P-1012,"Cord - 23' for Trek/DC",17
Warehouse,P-1020,"Hopper Lid - Trek/DC",1
Warehouse,P-1025,"Side Tray - DCWF only",0
Warehouse,P-1028,Antenna,4
Warehouse,P-1030,"Gasket - thermal isolation for sensor -100 ea.",12
Warehouse,P-1039,"Auger assembly complete - DB/JB (Offset Firebox) - 110V only",1
Warehouse,P-1045,"Chimney Cap - Ledge/DB and Peak/JB",5
Warehouse,P-1069,"Heat Shield - DB Stainless 110V only",1
Warehouse,P-1088,"Low-pellet alarm - NEW",5
Warehouse,P-1105,"Grease Tray SS One-Piece - Ledge/DB",42
Warehouse,P-1106,"Grease Tray SS One-Piece - Peak/JB",18
Warehouse,P-1148,"Drip Bucket for Trek",5
Warehouse,P-1206,"Digital Circuit Board JB Prime - 12V WiFi",0
Warehouse,P-1208,"Probe -PT-200",4
Warehouse,P-1264,"Grate - Ledge/DB - NEW STYLE (THICK)",3
Warehouse,P-1265,"Grate - Peak/JB - NEW STYLE (THICK)",0
Warehouse,P-1271,"Igniter - Ceramic (requires 15A AC Adapter)",0
Warehouse,P-1296,"Igniter Silicon Nitride for 12V Grills except TREK",0
Warehouse,P500PSS-3,"Prestige 500 Propane Gas Grill, Stainless Steel",114
Warehouse,P500RSIBNK-3,"Prestige 500 Natural Gas Grill with Infrared Side and Rear Burners, Black",24
Warehouse,P500RSIBNK-3-PHM,"PHANTOM Prestige 500 Gas Grill with Infrar. Side Burn and Rear Burn, Mat Blck - NG",0
Warehouse,P500RSIBNSS-3,"Prestige 500 Natural Gas Grill with Infrared Side and Rear Burners, Stainless Steel",99
Warehouse,P500RSIBPK-3,"Prestige 500 Propane Gas Grill with Infrared Side and Rear Burners, Black",93
Warehouse,P500RSIBPK-3-PHM,"PHANTOM Prestige 500 Gas Grill with Infrar. Side Burn and Rear Burn, Mat Blck - LP",122
Warehouse,P500RSIBPSS-3,"Prestige 500 Propane Gas Grill with Infrared Side and Rear Burners, Stainless Steel",274
Warehouse,P665RSIBNSS,"Prestige 665 Natural Gas Grill with Infrared Side and Rear Burners, Stainless Steel",3
Warehouse,P665RSIBPSS,"Prestige 665 Propane Gas Grill with Infrared Side and Rear Burners, Stainless Steel",15
Warehouse,"Peak 2.0 Prime Grill","Peak 2.0 Prime Wi-Fi Enabled Grill Rotisserie Ready + Light + Fold-down Front Shelf",225
Warehouse,POS-LOGOHANGER-TB,"Challenger Designs Circle Logo Wall Hanger - Textured Black",2
Warehouse,POS-STICKER-GRILL,"Grill Cart Corner Sticker 7"" x 9""",31
Warehouse,POS-STICKER-WINDOW,"Transparent Window Sticker 1x6 - Challenger",6
Warehouse,PRO18K-LEG-3,"PRO18 Charcoal Kettle Grill, Black (avail Feb 2024)",13
Warehouse,PRO22K-CART-3,"PRO CART Charcoal Kettle Grill, Black (available Feb 2024)",36
Warehouse,PRO22K-LEG-3,"PRO22 Charcoal kettle Grill, Black (avail Feb 2024)",13
Warehouse,PRO285-BK,"TravelQ PRO285 Portable Propane Gas Grill, Black",17
Warehouse,PRO285-STAND,"TravelQ Stand for PRO285",10
Warehouse,PRO285E-BK,"TravelQ PRO285E Portable Electric Grill, Black",6
Warehouse,PRO285X-BK,"TravelQ PRO285X Portable Propane Gas Grill with Scissor Cart, Black",8
Warehouse,PRO285X-MK-PHM,"PHANTOM TravelQ PRO 285 Portable Gas Grill with Scissor Cart, Matte Black - LP",20
Warehouse,PRO500RSIBNSS-3,"Prestige PRO 500 Natural Gas Grill with Infrared Rear and Side Burners, SS",14
Warehouse,PRO500RSIBPSS-3,"Prestige PRO 500 Propane Gas Grill with Infrared Rear and Side Burners, SS",81
Warehouse,PRO665RSIBNSS-3,"Prestige PRO 665 Natural Gas Grill with Infrared Rear and Side Burners, SS",7
Warehouse,PRO665RSIBPSS-3,"Prestige PRO 665 Propane Gas Grill with Infrared Rear and Side Burners, SS",20
Warehouse,PRO825RSBINSS-3,"Prestige PRO 825 Natural Gas Grill with Power Side Burner and Infrared Rear & Bottom Burners, Stainless Steel",5
Warehouse,PRO825RSBIPSS-3,"Prestige PRO 825 Propane Gas Grill with Power Side Burner and Infrared Rear & Bottom Burners, Stainless Steel",4
Warehouse,R425PK-1-NECO,"Rogue 425 Propane Gas Grill, Black with SS Grates",331
Warehouse,RXT425SIBNK-1,"Rogue 425 Natural Gas Grill, Infrared, Side Burner - Black",10
Warehouse,RXT425SIBNSS-1,"Rogue XT 425 Natural Gas Grill with Infrared Side Burner, Stainless Steel",9
Warehouse,RXT425SIBPK-1,"Rogue 425 Propane Gas Grill, Infrared, Side Burner - Black",42
Warehouse,RXT425SIBPSS-1,"Rogue XT 425 Propane Gas Grill with Infrared Side Burner, Stainless Steel",10
Warehouse,RXT525SIBNK-1,"Rogue XT 525 Natural Gas Grill with Infrared Side Burner, Black",6
Warehouse,RXT525SIBNSS-1,"Rogue XT 525 Natural Gas Grill with Infrared Side Burner, Stainless Steel",32
Warehouse,RXT525SIBPK-1,"Rogue XT 525 Propane Gas Grill with Infrared Side Burner, Black",6
Warehouse,RXT525SIBPSS-1,"Rogue XT 525 Propane Gas Grill with Infrared Side Burner, Stainless Steel",1
Warehouse,S12112,"Rod, Hood light Switch",2
Warehouse,S12350Y,"DELTA HEAT ACCESSORY HANDLE ASSEMBLY, SVCE",5
Warehouse,S13117,"Pull, Wire, 96 M C-C brass dull chrome, (Handle Cover, TETG)",5
Warehouse,S13128P,"Bezel (TESB)",7
Warehouse,S13129-10,"Delta Heat Briquettes, White (10 Pack)",5
Warehouse,S13129-12,"Briquettes, White (12 Pack)",17
Warehouse,S13195,"Delta Heat Knob, Silver Metallic w/ Black Graphics & Plastic inserts",8
Warehouse,S13199,"Bezel, Delta Heat",4
Warehouse,S13301,"Twin Eagles Burner, ""U"" S/S 0.75 Wall Thk U-6 Burner",7
Warehouse,S13307,"Aluminum Bowl",2
Warehouse,S13308,"Enameled Ring",6
Warehouse,S13309,"Enameled Cap",2
Warehouse,S13334,"Burner, Main S/S",4
Warehouse,S13336,"Burner Assembly, Propane",1
Warehouse,S13337,"Burner Head, Brass w/ Electrode",6
Warehouse,S13339,"Burner Cap, Porcelain, Gloss Black",1
Warehouse,S13342-9,"Tubing, 1/4"" x 9"", Double Bead Comp",3
Warehouse,S13345Y,"Infrared Burner, Sear Zone with mesh wire @ $394.00 (List)",6
Warehouse,S13347,"Pilot Assembly PSE-NA266",4
Warehouse,S13350,"Burner, ""U"" S/S 0.75 Wall Thk U-5 Burner (TEBQ36)",4
Warehouse,S13354,"Stainless Steel U-Burner",15
Warehouse,S13365,"Delta Heat SS U Burner",12
Warehouse,S13366,"I.R. Sear Zone Burner, Delta Heat",1
Warehouse,S13367,"Delta Heat Infrared Burner Wire Mesh Screen.",4
Warehouse,S13801,"Cooking Grates for TEBQ30",2
Warehouse,S13802,"12"" Stainless Steel Hex Grate",2
Warehouse,S13838,"Grates for a DHBQ Grill",9
Warehouse,S13865,"Holder, Meat Forks, 9/16"" (TEBQ42) (PAIR)",1
Warehouse,S13884,"10"" Stainless Steel Grates for Delta 32"" Grill",2
Warehouse,S13892,"Round Middle Grate, TEPB24-B",1
Warehouse,S13960,"Delta Heat 32"" Warming Rack (DHBQ-D), SVCE",3
Warehouse,S14105,"Nut, 1/4-20 Serr., Hex, Flange SS (Set of 4)",10
Warehouse,S14128,"Delta Heat and Twin Eagles Bumpers (4 pack)",8
Warehouse,S14224Y,"Hood Spacer Kit",4
Warehouse,S14226,"Extension spring, with extended hooks",3
Warehouse,S14275,"Screw, 10-24 x , PH, Pan, Type F, SS - Delta Heat",6
Warehouse,S14420,"Roller, Bearing with 14175 Screw and 14174 Kep Nut",13
Warehouse,S14423,"Hinge, Door, Blum B71T-365, w/ Screw x4 S14102, SVCE",0
Warehouse,S14424,"Door Plate, Each (DH)",0
Warehouse,S15101Y,"Gas Valve Assembly w/ Micro Switch",3
Warehouse,S15108-51,"Orifice #51",9
Warehouse,S15121,"Burner Valve Microswitch",1
Warehouse,S15132,"Delta Heat Gas Valve",8
Warehouse,S15133-49,"Orifice #49",4
Warehouse,S15136,"Delta Heat Gas Valve, Rotis (DHBQ)",0
Warehouse,"S15302 - G2R150","Twin Eagles LP Regulator - List Price $45.00",1
Warehouse,S15303,"Regulator, NG",5
Warehouse,S15312,"Thermostat, TETG/TEBC",8
Warehouse,S15343Y,"Delta Heat Thermometer Assembly, SVCE",3
Warehouse,S15344,"LP Regulator",17
Warehouse,S15372,"Thermometer, DHBQ-D",0
Warehouse,S16101,"Twin Eagles Igniter 22"" (TEBQ)",1
Warehouse,S16113,"Pilot Light, Red",4
Warehouse,S16156Y,"4-Spark Ignition Module, 1.5V",1
Warehouse,S16157Y,"2-Spark Ignition Module Assembly",2
Warehouse,S16161Y,"Electrode, IR, 2-Prong with Bend, Complete with Wire - Replaced part #S16161",36
Warehouse,S16170,"2 Electrodes w/ wires. Ignitor for TEBQ.",2
Warehouse,S16171,"Control Module AF-4000 MOD-1",2
Warehouse,S16172,"Wire Harness",3
Warehouse,S16173,"Battery Pack, TEGH",3
Warehouse,S16175,"Remote Control, Black",2
Warehouse,S16191-1,"GE Halogen Interior Light Bulb - Twin Eagles",4
Warehouse,S16194,"Hood Switch",3
Warehouse,S16196,"Swtich, Illuminated, Front Panel",0
Warehouse,S16233Y,"Transformer Assy Complete, with fuse (TEBQ)",1
Warehouse,S16241,"Halogen Light Lens",2
Warehouse,S16248Y,"LED Harness 42""",9
Warehouse,S16258,"Wire Harness, Right Blue LED",8
Warehouse,S16260,"72"" Extension for TESB",5
Warehouse,S16268,"I.R. Ignitor",2
Warehouse,S16270,"Stainless Steel Halogen Light Assy, Complete",16
Warehouse,S16270-1,"Delta Heat Halogen Interior Light Bulb - G4, 10W 12v",18
Warehouse,S16272,"DH/TE 9 Volt Battery Pack",2
Warehouse,S16273,"Delta Heat Light Switch (List Price $24.56)",5
Warehouse,S16274-1,"Delta Heat Spark Igniter, U-Burner, B/C/D Series, w Screw x1 S14275 List Price $33.40",12
Warehouse,S16281-1,"Delta Heat AC Adapter w/ connecting piece - MOLEX (Connector receptacle) List Price $100",3
Warehouse,S16288Y,"Igniter, DHSZ Sear Zone Burner",3
Warehouse,S16317,"Delta Heat Ignition Module (DHBQ)",3
Warehouse,S16321Y,"Twin Eagles Hot Surface Igniter (TEBQ)",15
Warehouse,S16322Y,"Rotis Hot surface Igniter, Model 301XBM w/ screw S14123 x 1",4
Warehouse,S16323,"Ignition Module - 2 Pole, 9V, TEBC/TESB/DHSB2",6
Warehouse,S16340,"Delta Heat Rotis Motor (List Price $99.99)",1
Warehouse,S16355,"Delta Heat Exterior Blue LED Bulb",34
Warehouse,S16522,"Igniter, Hot Surface (TEPB24) replaces S16347",2
Warehouse,S19649,"DHOR Replacement Door",0
Warehouse,S19681,"Door Handle, DHOR20",5
Warehouse,S19682,"Door Handle End Cap, DHOR20",2
Warehouse,S19945,"MOUNTING BRACKET, END CAP, DHOR, SVCE",1
Warehouse,S20113,"Twin Eagles 13"" Frame",0
Warehouse,S20243,"Hood Igniter",2
Warehouse,S21737,"Cover, Igniter with Screw (TEBQ)",2
Warehouse,S21747-L,"Rotisserie Mounting Bracket for L/H (TEBQ)",1
Warehouse,S21747-R,"Rotis Motor Mount R/H for TEBQ",3
Warehouse,S21750WY,"FLASH TUBE U-BURNER",18
Warehouse,S21752X,"Twin Eagles 6"" Briquette Tray w/o Briquettes",4
Warehouse,S21752Y,"6"" Briquette Tray w/ Stones",8
Warehouse,S21753X,"12"" Briquette Tray w/o Briquettes",8
Warehouse,S21753Y,"Twin Eagles 12"" Briquette Tray Assembly (complete w/ briquettes)",14
Warehouse,S21757,"Bracket, Hood Switch with 14123 screws (TEBQ)",1
Warehouse,S21759Y,"10"" Briquette Tray Assembly Complete with Briquettes",12
Warehouse,S21761Y,"5"" Briquette Tray Assembly Complete with Briquettes",16
Warehouse,S21765WY,"Flash Tube, Sear Zone Burner",3
Warehouse,S22013-32,"Baffle, Burner 32 Radiant",2
Warehouse,S22526Y,"Drawer Assy",1
Warehouse,S22561Y,"36"" Drawer Body Frame Assembly",1
Warehouse,S22575,"Assembly Frame",1
Warehouse,S23203-32,"Drip Pan Handle, Delta Heat 32""",0
Warehouse,S23206,"Baffle Air Stop - Port Cover",1
Warehouse,S23210-32,"Cross over bracket, 32 (List Price 36.62)",0
Warehouse,S23210-38,"Crossover Bracket",2
Warehouse,S23218-32Y,"Briquette Tray Assembly",12
Warehouse,S23218-38Y,"Briquette Tray Assembly, 26, 38",8
Warehouse,S23222-L,"Rear Hood Side, Left, DHBQ",0
Warehouse,S23222-R,"Rear Hood Side, Right, DHBQ",2
Warehouse,S23229,"Briquette Tray Spacer",3
Warehouse,S23344,"Righthand Delta Heat rotisserie bracket for D Series",2
Warehouse,S26391,"TESB-C Transformer Kit, SVCE",0
Warehouse,S81001,"Burner Kit for LEX Series",48
Warehouse,S81005,"Infrared Side Burner for LEX 485 & Prestige 450/500/665",10
Warehouse,S81006,"Infrared Side Burner Screen for LEX 485 & Prestige 450/500/665",45
Warehouse,S81013,"INFRARED BURNER KIT FOR PRESTIGE 500/665, PRO 500 AND BUILT-IN 700 / 500 SERIES GAS GRILLS",3
Warehouse,S82002,"HEAVY DUTY SWIVEL CASTORS UPGRADE KIT FOR ROGUE (4 PC)",4
Warehouse,S82003,"HEAVY DUTY SWIVEL CASTORS UPGRADE KIT FOR PRESTIGE AND LEX485-1 (4 PC)",13
Warehouse,S82004,"HEAVY DUTY SWIVEL CASTORS UPGRADE KIT FOR PRESTIGE PRO (4 PC)",18
Warehouse,S83006,"Two Cast Iron Cooking Grids for Prestige 500",15
Warehouse,S83007,"Three Stainless Steel Cooking Grids for Rogue 525",10
Warehouse,S83010,"Cast Iron Infrared Side Burner Grid for LEX 485 & Prestige 450/500/665",11
Warehouse,S83011,"Two Stainless Steel Cooking Grids for Prestige 500",4
Warehouse,S83012,"Stainless Steel Infrared Side Burner Grid for LEX 485 & Prestige 450/500/665 (Replaces N305-0076)",30
Warehouse,S83013,"Two Stainless Steel Cooking Grids for Rogue 425",0
Warehouse,S83014,"Two Stainless Steel Cooking Grids for Prestige PRO 500",8
Warehouse,S83043,"Two Stainless Steel Cooking Grids for Rogue / RT / RSE 425",0
Warehouse,S85001,"14"" Regulator for Propane LEX, Rogue & Prestige Series",13
Warehouse,S85002,"10' Natural Gas hose with 3/8"" Quick Connect",1
Warehouse,S85003,"10' Natural Gas hose with 1/2"" Quick Connect",2
Warehouse,S86002,"1 Spark Igniter",20
Warehouse,S86003,"2 Spark Igniter",21
Warehouse,S86004,"3 Spark Igniter",12
Warehouse,S87011,"Cross Light Bracket & Two Screws for Prestige 500",14
Warehouse,S88001,"Large Control Knob with a clear flame for LEX Series and Prestige 500",26
Warehouse,S88003,"Large Control Knob with a clear flame for Prestige PRO 665/825",12
Warehouse,S88004,"Small Control Knob with a clear flame for Prestige PRO 665/825",1
Warehouse,S88007,"Large Control Knob with a Clear Flame for Prestige 500 Series",0
Warehouse,S89001,"2 Spark Igniter & Electrode Kit for Prestige 308/450 after 2005",23
Warehouse,S91003,"Temperature Gauge for Prestige Series",19
Warehouse,S91005,"Temperature Gauge for  Prestige PRO Series",84
Warehouse,"SEASONAL: 70081","3 PIECE PLANCHA TOOLSET- MP6",9
Warehouse,SI086,"Napoleon Notepad - Full Color 5-1/2 w x 8-1/2"" h",0
Warehouse,"Special order GMG","Special order GMG",0
Warehouse,"SPECIAL ORDER:  P-1133","Cotter Pin - DB for Auger/Auger Motor Connection Long Wire",0
Warehouse,"SPECIAL ORDER: 12752GYN","MANIFOLD ASSEMBLY, DHBQ32G, NG, SVCE",0
Warehouse,"SPECIAL ORDER: 16453Y","WIRE HARNESS W/ LED ASSEMBLY, DHBQ32G-D, SVCE (REPLACES S16469)",0
Warehouse,"SPECIAL ORDER: 17CTCAD-25D","Countertop Caddy",0
Warehouse,"SPECIAL ORDER: 17CTCAD-37D","Countertop Caddy",0
Warehouse,"SPECIAL ORDER: 17FUCE-31D","Flip-Up Countertop Kit for 31"" Deep CT",0
Warehouse,"SPECIAL ORDER: 17FUCE-37D","Flip-Up Countertop",0
Warehouse,"SPECIAL ORDER: 17FUCE-37D-SST","Flip-up Countertop SS",0
Warehouse,"SPECIAL ORDER: 22715-36","Panel, Infrared, 36 - TEBQ",0
Warehouse,"SPECIAL ORDER: 270-BULK","Black Paint, Thurmalox 13oz - Case Of 12",0
Warehouse,"SPECIAL ORDER: 4453001765","Glass Door for the D154F",0
Warehouse,"SPECIAL ORDER: 4490330062","Display Screen Assembly, TEPG (Replaces S27304Y)",0
Warehouse,"SPECIAL ORDER: 4CASTERS","(3"") Set of 4: - 2 Rigid & 2 Swivel Locking Casters",0
Warehouse,"SPECIAL ORDER: 4SPK-SWIVEL","Swivel Locking Caster- Set of 4",0
Warehouse,"SPECIAL ORDER: 4SPK-SWIVEL *Upgrade","4 Swivel - Locking Casters (Special Order)",0
Warehouse,"SPECIAL ORDER: 530-0011",Regulator,0
Warehouse,"SPECIAL ORDER: 55100_TH","Tool Hook Bracket for Kettle Grill",0
Warehouse,"SPECIAL ORDER: 55208","PRO Steak Knife",0
Warehouse,"SPECIAL ORDER: 56003","Cast Iron Skillet",0
Warehouse,"SPECIAL ORDER: 56018","PRO Stainless Steel Griddle for Large Grills",0
Warehouse,"SPECIAL ORDER: 56026","Stainless Steel Grilling Wok",0
Warehouse,"SPECIAL ORDER: 56055","GRILL ROASTING PAN",0
Warehouse,"SPECIAL ORDER: 56056","MEAT PRESS, CAST IRON",0
Warehouse,"SPECIAL ORDER: 56067","PRO CHICKEN INFUSION ROASTER",0
Warehouse,"SPECIAL ORDER: 56365","Cast Iron Reversible Griddle for Rogue 365 & 525",0
Warehouse,"SPECIAL ORDER: 57012","Flexible Grill Basket",0
Warehouse,"SPECIAL ORDER: 61410","Triumph 410 Grill Cover (Shelves Down)",0
Warehouse,"SPECIAL ORDER: 61426","Rogue 425 Series Grill Cover (Shelves Down)",0
Warehouse,"SPECIAL ORDER: 61605","LEX 605 & Charcoal Professional Grill Cover",0
Warehouse,"SPECIAL ORDER: 61627","ROGUE 625 SERIES GRILL COVER",0
Warehouse,"SPECIAL ORDER: 61731","LEX 730 Built-in Grill Cover",0
Warehouse,"SPECIAL ORDER: 61812","COVER FOR 12"" BUILT-IN SIDE BURNERS",0
Warehouse,"SPECIAL ORDER: 61818","COVER FOR 18"" BUILT-IN SIDE BURNERS",0
Warehouse,"SPECIAL ORDER: 62003","ABRASIVE SCRUBBER FOR PORCELAIN COATED CAST IRON COOKING GRIDS",0
Warehouse,"SPECIAL ORDER: 62005","Venturi Tube Brush",0
Warehouse,"SPECIAL ORDER: 62012","Three Sided Grill Brush with Bottle Opener",0
Warehouse,"SPECIAL ORDER: 62022","DRIP PAN LINER FOR ROGUE� 625 MODELS - PACK OF 3",0
Warehouse,"SPECIAL ORDER: 62028","Grill Brush with Brass Bristles",0
Warehouse,"SPECIAL ORDER: 62042","TRIPLE-ROW GRILL BRUSH WITH BRASS BRISTLES",0
Warehouse,"SPECIAL ORDER: 62045","GAS GRILL CLEANING TOOLSET",0
Warehouse,"SPECIAL ORDER: 62047","Stainless Steel Spray Bottle",0
Warehouse,"SPECIAL ORDER: 62050","JETFIRE Burner Brush Maintenance Kit",0
Warehouse,"SPECIAL ORDER: 62060","Removable Condiment Tray for Rogue Series Grills",0
Warehouse,"SPECIAL ORDER: 62063","TRIPLE-ROW GRILL BRUSH",0
Warehouse,"SPECIAL ORDER: 62118","Grill Brush with Stainless Steel Bristles",0
Warehouse,"SPECIAL ORDER: 62131","Black Grilling Apron",0
Warehouse,"SPECIAL ORDER: 62150","PRO Grill Towel",0
Warehouse,"SPECIAL ORDER: 63025","Travel Bag for TravelQ 2225",0
Warehouse,"SPECIAL ORDER: 67020","BBQ Smoking Starter Kit",0
Warehouse,"SPECIAL ORDER: 67201","Coconut Shell Charcoal Briquettes",0
Warehouse,"SPECIAL ORDER: 67400","Charcoal Baskets for Kettle Grills",0
Warehouse,"SPECIAL ORDER: 68285","Travel Bag for TravelQ 285",0
Warehouse,"SPECIAL ORDER: 69411","Heavy Duty Rotisserie Kit for Medium Grills",0
Warehouse,"SPECIAL ORDER: 70007","PRO Replacement Brush Head and Scrubber",0
Warehouse,"SPECIAL ORDER: 70008","Rectangular Baking Stone",0
Warehouse,"SPECIAL ORDER: 70009","PRO Stainless Steel Rib / Roast Rack",0
Warehouse,"SPECIAL ORDER: 70028","Stainless Steel Wok",0
Warehouse,"SPECIAL ORDER: 70043","Multi-Use Shredding Claws",0
Warehouse,"SPECIAL ORDER: 70063","PREMIUM BUTCHER PAPER",0
Warehouse,"SPECIAL ORDER: 70084","PREMIUM PIZZA STONE (MP6)",0
Warehouse,"SPECIAL ORDER: 70123","SIDE SHELF MAT FOR PRESTIGE & ROGUE SE GRILL MODELS",0
Warehouse,"SPECIAL ORDER: 7100-000201","Replacement Countertop for 76 Torch with Large BGE, Silver Vein",0
Warehouse,"SPECIAL ORDER: 7100-000274","Replacement Countertop for 24 Torch with Medium BGE, Silver Vein",0
Warehouse,"SPECIAL ORDER: 7100-000364","7100 Spark  Large BGE Aluminum Countertop, 48""W x 22""D  Silver Vein",0
Warehouse,"SPECIAL ORDER: 7100-002028","7100  Replacement Countertop, Silver Vein (Print #7100-040009) for 48 Torch, KJ Classic 3",0
Warehouse,"SPECIAL ORDER: 71022","Warming Rack for Charcoal Kettle Grills",0
Warehouse,"SPECIAL ORDER: 71285","Warming Rack for PRO285",0
Warehouse,"SPECIAL ORDER: 71301","SIZZLE ZONE BURNER WINDSHIELD AND SKEWER RACK - LARGE",0
Warehouse,"SPECIAL ORDER: 71450","Warming Rack 450 SS",0
Warehouse,"SPECIAL ORDER: 71500","MULTIFUNCTIONAL WARMING RACK FOR PRESTIGE/PRO 500",0
Warehouse,"SPECIAL ORDER: 71501","RACK, INTGRTD MULTIFNCTN 425",0
Warehouse,"SPECIAL ORDER: 71504","RACK, INTGRTD MULTIFNCTN 665",0
Warehouse,"SPECIAL ORDER: 7650-002414","Replacement top",0
Warehouse,"SPECIAL ORDER: 7650-002453","Replacement Skirt, Textured Grey",0
Warehouse,"SPECIAL ORDER: 7650-002506","Replacement Top",0
Warehouse,"SPECIAL ORDER: 7650-002547","7650 Replacement Doors LH/RH ,Cappuccino",0
Warehouse,"SPECIAL ORDER: 7650-002564","7650 Replacement Doors for Cogi-67.25-DDGW, Speckled Walnut",0
Warehouse,"SPECIAL ORDER: 7700","Tool Hook",0
Warehouse,"SPECIAL ORDER: 7700-000740","7700 Filler Panel, 3""W x 31""H, Textured Grey Glimmer",0
Warehouse,"SPECIAL ORDER: 7700-001530","Leg Gusset",0
Warehouse,"SPECIAL ORDER: 7700-002457","7700- Floating Toe Kick Skirt,  Cappuccino (7700-020018)  3x1  Include 2- 8"" Corners",0
Warehouse,"SPECIAL ORDER: 7700-002700","7700 Replacement door (1 LH) for 17ODB-363528,  9"" SS Pulls, Cappuccino, Include complete hinges",0
Warehouse,"SPECIAL ORDER: 7700-006345","7700 25 W x 31 H, Overlay Panel , Textured White, Install VHB Tape",0
Warehouse,"SPECIAL ORDER: 7700-006622","7700- Floating Toe Kick Skirt, Cappuccino (7700-020019)  2x1x 94 , include 2- 8"" corners",0
Warehouse,"SPECIAL ORDER: 7700-007575","7700 Aluminum Countertop 81""W x 31"" D x 1.25"" H, Textured Black",0
Warehouse,"SPECIAL ORDER: 7700-011136","Paint Display Board KBIS",0
Warehouse,"SPECIAL ORDER: 7700-011548","7700 18"" RH SHAKER Door, Sandy Shore, include hinge and brackets",0
